user_id,age,gender,country,education,job_title,years_experience
402,22-24,Woman,Brazil,Master’s degree,Data Scientist,1-3 years
403,35-39,Woman,India,Doctoral degree,Research Scientist,5-10 years
404,25-29,Woman,India,Master’s degree,Data Scientist,1-3 years
405,25-29,Man,Colombia,Bachelor’s degree,Data Analyst,1-3 years
406,25-29,Man,Russia,Master’s degree,Data Scientist,1-3 years
407,18-21,Woman,United States of America,Master’s degree,Other,5-10 years
408,40-44,Man,Sweden,Master’s degree,Currently not employed,5-10 years
409,30-34,Man,South Korea,Bachelor’s degree,Student,< 1 years
410,55-59,Woman,Turkey,Doctoral degree,Statistician,5-10 years
411,25-29,Man,Tunisia,Bachelor’s degree,Currently not employed,1-3 years
412,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Engineer,< 1 years
413,22-24,Man,India,Bachelor’s degree,Business Analyst,3-5 years
414,25-29,Man,India,Bachelor’s degree,Data Scientist,< 1 years
415,45-49,Woman,United States of America,Professional doctorate,Student,3-5 years
416,30-34,Man,Russia,Bachelor’s degree,Software Engineer,5-10 years
417,30-34,Man,Pakistan,Bachelor’s degree,Currently not employed,1-3 years
418,30-34,Man,Argentina,Bachelor’s degree,Student,< 1 years
419,25-29,Man,Russia,Some college/university study without earning a bachelor’s degree,Product Manager,< 1 years
420,25-29,Woman,Turkey,Bachelor’s degree,Data Scientist,5-10 years
421,22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years
422,40-44,Prefer not to say,India,Bachelor’s degree,Software Engineer,10-20 years
423,35-39,Man,United Arab Emirates,Bachelor’s degree,Data Engineer,< 1 years
424,25-29,Man,Other,Master’s degree,Data Scientist,1-3 years
425,45-49,Man,Saudi Arabia,Bachelor’s degree,Other,1-3 years
426,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years
427,35-39,Woman,Egypt,Doctoral degree,Research Scientist,1-3 years
428,18-21,Man,Nigeria,Bachelor’s degree,Student,1-3 years
429,40-44,Man,Turkey,Master’s degree,Program/Project Manager,5-10 years
430,30-34,Woman,United States of America,Bachelor’s degree,Data Analyst,< 1 years
431,30-34,Woman,Italy,Bachelor’s degree,Business Analyst,< 1 years
432,18-21,Man,Other,Some college/university study without earning a bachelor’s degree,Software Engineer,1-3 years
433,35-39,Man,Mexico,Master’s degree,Statistician,5-10 years
434,25-29,Man,India,Master’s degree,Data Scientist,1-3 years
435,22-24,Man,India,Bachelor’s degree,Student,1-3 years
436,30-34,Man,Indonesia,Master’s degree,Data Analyst,5-10 years
437,22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years
438,22-24,Man,Spain,Some college/university study without earning a bachelor’s degree,Other,< 1 years
439,22-24,Man,China,Master’s degree,Student,1-3 years
440,22-24,Man,Sri Lanka,Bachelor’s degree,Data Analyst,1-3 years
441,18-21,Man,India,Bachelor’s degree,Student,1-3 years
442,18-21,Man,Brazil,Bachelor’s degree,Data Scientist,3-5 years
443,18-21,Man,Indonesia,Bachelor’s degree,Machine Learning Engineer,3-5 years
444,30-34,Man,India,Doctoral degree,Research Scientist,< 1 years
445,25-29,Man,Indonesia,Doctoral degree,Statistician,1-3 years
446,30-34,Man,United States of America,Bachelor’s degree,Program/Project Manager,10-20 years
447,22-24,Man,India,Master’s degree,Software Engineer,< 1 years
448,35-39,Woman,India,Master’s degree,Software Engineer,10-20 years
449,22-24,Prefer to self-describe,United States of America,Some college/university study without earning a bachelor’s degree,Student,< 1 years
450,18-21,Man,Nigeria,Bachelor’s degree,Currently not employed,1-3 years
451,30-34,Man,Nigeria,Master’s degree,Data Scientist,< 1 years
452,40-44,Man,India,Master’s degree,Data Scientist,10-20 years
453,30-34,Man,United States of America,Bachelor’s degree,Program/Project Manager,1-3 years
454,25-29,Man,United States of America,Master’s degree,Data Analyst,< 1 years
455,22-24,Man,India,Master’s degree,Currently not employed,1-3 years
456,18-21,Man,Japan,Bachelor’s degree,Program/Project Manager,1-3 years
457,35-39,Man,United States of America,Master’s degree,Data Analyst,10-20 years
458,22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years
459,30-34,Man,Other,Professional doctorate,Research Scientist,5-10 years
460,22-24,Man,China,Master’s degree,Student,3-5 years
461,30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,< 1 years
462,18-21,Man,China,Master’s degree,Business Analyst,5-10 years
463,30-34,Man,India,Bachelor’s degree,Software Engineer,5-10 years
464,40-44,Man,Turkey,I prefer not to answer,Student,1-3 years
465,25-29,Man,Pakistan,Master’s degree,Student,< 1 years
466,50-54,Man,Japan,I prefer not to answer,Other,< 1 years
467,25-29,Woman,India,Master’s degree,Data Analyst,< 1 years
468,25-29,Man,Austria,Master’s degree,Data Scientist,5-10 years
469,25-29,Man,Nepal,Master’s degree,Software Engineer,1-3 years
470,18-21,Man,Peru,Master’s degree,Student,1-3 years
471,30-34,Man,Viet Nam,Bachelor’s degree,Software Engineer,5-10 years
472,45-49,Man,India,Professional doctorate,Data Scientist,10-20 years
473,35-39,Man,Turkey,Master’s degree,Other,1-3 years
474,30-34,Man,United States of America,Doctoral degree,Student,5-10 years
475,45-49,Man,India,Doctoral degree,Other,I have never written code
476,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,3-5 years
477,22-24,Woman,India,Bachelor’s degree,Data Analyst,I have never written code
478,35-39,Man,India,Bachelor’s degree,Currently not employed,5-10 years
479,22-24,Woman,India,Bachelor’s degree,Student,< 1 years
480,25-29,Woman,Japan,Master’s degree,Other,3-5 years
481,35-39,Man,South Korea,Bachelor’s degree,Software Engineer,10-20 years
482,50-54,Woman,United States of America,Doctoral degree,Data Scientist,10-20 years
483,18-21,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Student,< 1 years
484,25-29,Man,Nigeria,Master’s degree,Statistician,< 1 years
485,22-24,Man,United States of America,Bachelor’s degree,Student,< 1 years
486,35-39,Prefer not to say,United States of America,Master’s degree,Student,5-10 years
487,35-39,Man,Ghana,Professional doctorate,Program/Project Manager,< 1 years
488,30-34,Man,United States of America,Bachelor’s degree,Data Scientist,5-10 years
489,45-49,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Engineer,3-5 years
490,40-44,Man,Tunisia,Master’s degree,Student,< 1 years
491,45-49,Man,South Korea,Master’s degree,Currently not employed,< 1 years
492,22-24,Man,India,Bachelor’s degree,Currently not employed,< 1 years
493,18-21,Woman,India,Bachelor’s degree,Student,< 1 years
494,25-29,Man,Uganda,Bachelor’s degree,Currently not employed,< 1 years
495,18-21,Woman,India,Bachelor’s degree,Machine Learning Engineer,1-3 years
496,35-39,Man,Brazil,Doctoral degree,Other,< 1 years
497,22-24,Man,Russia,Master’s degree,Machine Learning Engineer,1-3 years
498,55-59,Man,Sweden,Doctoral degree,Program/Project Manager,20+ years
499,22-24,Man,India,Bachelor’s degree,Other,1-3 years
500,22-24,Man,Indonesia,No formal education past high school,Student,< 1 years
501,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Professional doctorate,Research Scientist,3-5 years
502,18-21,Man,China,Bachelor’s degree,Student,1-3 years
503,25-29,Man,India,Master’s degree,Student,3-5 years
504,30-34,Woman,Italy,Master’s degree,Software Engineer,5-10 years
505,60-69,Man,United States of America,Bachelor’s degree,Other,1-3 years
506,45-49,Man,South Korea,Doctoral degree,Product Manager,< 1 years
507,25-29,Man,United States of America,Doctoral degree,Research Scientist,5-10 years
508,25-29,Man,"Iran, Islamic Republic of...",Master’s degree,Student,1-3 years
509,18-21,Woman,Turkey,Master’s degree,Data Analyst,1-3 years
510,35-39,Man,Other,Doctoral degree,Program/Project Manager,10-20 years
511,25-29,Man,Malaysia,Master’s degree,Data Scientist,3-5 years
512,18-21,Woman,India,Bachelor’s degree,Student,< 1 years
513,35-39,Woman,United States of America,Master’s degree,Data Scientist,3-5 years
514,18-21,Woman,India,Bachelor’s degree,Student,1-3 years
515,22-24,Man,Kenya,Master’s degree,Data Engineer,1-3 years
516,25-29,Man,Taiwan,Master’s degree,Software Engineer,1-3 years
517,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,20+ years
518,45-49,Man,Italy,Doctoral degree,Data Scientist,10-20 years
519,50-54,Man,South Korea,Master’s degree,Machine Learning Engineer,10-20 years
520,25-29,Man,India,Doctoral degree,Student,< 1 years
521,35-39,Man,China,Bachelor’s degree,Data Analyst,< 1 years
522,18-21,Man,India,Bachelor’s degree,Software Engineer,1-3 years
523,18-21,Man,Kazakhstan,Bachelor’s degree,Student,1-3 years
524,35-39,Man,United States of America,Doctoral degree,Software Engineer,10-20 years
525,25-29,Man,Mexico,Master’s degree,Statistician,1-3 years
526,18-21,Man,India,Bachelor’s degree,Student,1-3 years
527,55-59,Man,United States of America,Doctoral degree,Data Engineer,20+ years
528,18-21,Man,India,Bachelor’s degree,Student,< 1 years
529,22-24,Woman,India,Master’s degree,Currently not employed,1-3 years
530,40-44,Man,United States of America,No formal education past high school,Student,< 1 years
531,40-44,Man,Japan,Bachelor’s degree,Other,1-3 years
532,25-29,Man,Russia,Doctoral degree,Data Scientist,3-5 years
533,22-24,Man,India,Master’s degree,Data Analyst,< 1 years
534,22-24,Man,India,Bachelor’s degree,Software Engineer,5-10 years
535,60-69,Man,Italy,Bachelor’s degree,Business Analyst,5-10 years
536,25-29,Man,Germany,Master’s degree,Data Scientist,3-5 years
537,18-21,Man,India,Bachelor’s degree,Currently not employed,1-3 years
538,22-24,Man,India,Master’s degree,Program/Project Manager,3-5 years
539,22-24,Man,Nigeria,Master’s degree,Research Scientist,< 1 years
540,35-39,Man,Other,Doctoral degree,Research Scientist,1-3 years
541,22-24,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 years
542,18-21,Man,India,Master’s degree,Data Scientist,3-5 years
543,18-21,Man,India,Bachelor’s degree,Student,< 1 years
544,25-29,Man,India,Master’s degree,Student,< 1 years
545,35-39,Man,United States of America,Doctoral degree,Other,10-20 years
546,55-59,Man,United States of America,Master’s degree,Currently not employed,10-20 years
547,35-39,Man,United States of America,Master’s degree,Software Engineer,< 1 years
548,18-21,Man,"Iran, Islamic Republic of...",Some college/university study without earning a bachelor’s degree,Student,1-3 years
549,30-34,Man,Tunisia,Master’s degree,Other,< 1 years
550,18-21,Man,Portugal,Bachelor’s degree,Student,1-3 years
551,22-24,Man,Brazil,Bachelor’s degree,Data Scientist,1-3 years
552,22-24,Man,India,Master’s degree,Student,1-3 years
553,18-21,Woman,India,Master’s degree,Student,1-3 years
554,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Student,1-3 years
555,25-29,Woman,India,Bachelor’s degree,Currently not employed,< 1 years
556,35-39,Man,Australia,Professional doctorate,Other,< 1 years
557,22-24,Man,Germany,Bachelor’s degree,Machine Learning Engineer,1-3 years
558,22-24,Woman,"Iran, Islamic Republic of...",Master’s degree,Data Scientist,< 1 years
559,30-34,Man,Italy,Doctoral degree,Software Engineer,3-5 years
560,30-34,Man,Japan,Some college/university study without earning a bachelor’s degree,Business Analyst,< 1 years
561,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,< 1 years
562,45-49,Man,Russia,Master’s degree,Other,I have never written code
563,25-29,Man,I do not wish to disclose my location,Doctoral degree,Research Scientist,5-10 years
564,22-24,Man,Pakistan,Bachelor’s degree,Data Analyst,1-3 years
565,18-21,Woman,India,Bachelor’s degree,Student,3-5 years
566,30-34,Man,Brazil,Bachelor’s degree,Software Engineer,10-20 years
567,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years
568,40-44,Man,Nigeria,Doctoral degree,Research Scientist,< 1 years
569,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,5-10 years
570,22-24,Man,India,Bachelor’s degree,Student,1-3 years
571,22-24,Man,Italy,Master’s degree,Student,3-5 years
572,22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 years
573,22-24,Man,Other,Some college/university study without earning a bachelor’s degree,Currently not employed,3-5 years
574,35-39,Man,Other,Bachelor’s degree,Data Analyst,< 1 years
575,25-29,Man,Egypt,Bachelor’s degree,Data Engineer,< 1 years
576,30-34,Man,Brazil,Master’s degree,Other,10-20 years
577,18-21,Man,India,Bachelor’s degree,Student,1-3 years
578,22-24,Man,Ukraine,Bachelor’s degree,Data Analyst,< 1 years
579,30-34,Man,Canada,Master’s degree,Data Engineer,5-10 years
580,25-29,Man,Malaysia,Master’s degree,Data Scientist,5-10 years
581,22-24,Woman,India,Bachelor’s degree,Data Scientist,1-3 years
582,22-24,Man,Brazil,Bachelor’s degree,Student,3-5 years
583,25-29,Man,Japan,Master’s degree,Machine Learning Engineer,5-10 years
584,25-29,Woman,Germany,Master’s degree,Student,5-10 years
585,22-24,Man,Egypt,Bachelor’s degree,Data Scientist,1-3 years
586,30-34,Man,Indonesia,Bachelor’s degree,Program/Project Manager,1-3 years
587,35-39,Man,Kenya,Bachelor’s degree,Data Analyst,1-3 years
588,22-24,Man,India,Master’s degree,Business Analyst,1-3 years
589,50-54,Man,France,Doctoral degree,Currently not employed,1-3 years
590,25-29,Man,Other,Bachelor’s degree,Product Manager,< 1 years
591,60-69,Man,United States of America,Doctoral degree,Other,20+ years
592,18-21,Man,India,Bachelor’s degree,Student,1-3 years
593,25-29,Man,India,Master’s degree,Currently not employed,1-3 years
594,22-24,Man,Ghana,Bachelor’s degree,Software Engineer,3-5 years
595,22-24,Woman,India,Bachelor’s degree,Currently not employed,< 1 years
596,50-54,Man,United States of America,Master’s degree,Data Scientist,5-10 years
597,22-24,Man,Kenya,Bachelor’s degree,Student,1-3 years
598,22-24,Woman,Turkey,Bachelor’s degree,Student,3-5 years
599,25-29,Man,China,Master’s degree,Student,5-10 years
600,25-29,Man,Kenya,Some college/university study without earning a bachelor’s degree,Currently not employed,< 1 years
601,30-34,Man,Canada,Master’s degree,Student,3-5 years
602,60-69,Man,Russia,Doctoral degree,Data Scientist,1-3 years
603,25-29,Man,Russia,Master’s degree,Business Analyst,< 1 years
604,40-44,Man,Russia,Master’s degree,Data Engineer,< 1 years
605,35-39,Man,Russia,I prefer not to answer,Research Scientist,10-20 years
606,30-34,Man,"Iran, Islamic Republic of...",Doctoral degree,Data Analyst,3-5 years
607,25-29,Man,Colombia,Master’s degree,Data Scientist,3-5 years
608,25-29,Man,Other,Master’s degree,Business Analyst,< 1 years
609,18-21,Man,Pakistan,Bachelor’s degree,Student,1-3 years
610,40-44,Man,Tunisia,Some college/university study without earning a bachelor’s degree,Currently not employed,1-3 years
611,40-44,Man,Japan,Professional doctorate,Research Scientist,10-20 years
612,45-49,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,10-20 years
613,50-54,Man,Poland,Master’s degree,Business Analyst,< 1 years
614,18-21,Man,Indonesia,Bachelor’s degree,Student,1-3 years
615,50-54,Man,Turkey,Bachelor’s degree,Other,1-3 years
616,18-21,Man,India,Bachelor’s degree,Data Scientist,1-3 years
617,22-24,Man,India,Doctoral degree,Statistician,1-3 years
618,22-24,Man,Russia,Master’s degree,Currently not employed,1-3 years
